,Biden_2020,Total_2020,Other_2020,Perc_Other_2020,Perc_Biden_2020,age_over_18_2019,age_over_65_2019,asian_2019,avg_family_size_2019,bachelors_2019,black_2019,hispanic_2019,households_speak_limited_english_2019,hs_grad_2019,median_age_2019,native_2019,other_single_race_2019,pac_isl_2019,per_capita_income_2019,pop_2019,two_plus_races_2019,unemployment_rate_2019,uninsured_2019,veterans_2019,white_2019,white_not_hispanic_2019,Winner_2020
1312,4462,12965,301,0.02321635171615888,0.344157346702661,78.9,24.8,0.7,2.83,27.4,0.6,2.1,0.8,93.0,48.7,2.2,1.0,0.0,29896,21019,2.1,3.7,5.7,12.0,93.4,92.8,Trump
1313,7138,24235,606,0.025005157829585345,0.2945327006395709,76.2,15.5,1.5,3.08,18.5,0.5,2.0,0.2,92.5,40.0,0.3,0.5,0.0,34054,39430,2.0,3.9,4.2,8.5,95.1,93.7,Trump
1314,10786,26561,536,0.02017996310379877,0.4060841082790558,79.0,22.6,0.4,2.75,23.1,0.5,1.5,0.4,94.0,46.3,3.7,0.2,0.0,30286,45141,2.4,4.9,5.3,10.7,92.8,91.7,Trump
1315,1745,5819,126,0.021653205018044352,0.2998797044165664,78.4,21.6,2.1,2.71,22.6,0.4,3.6,0.7,92.7,44.8,0.0,1.3,0.0,34325,9954,1.7,2.5,3.6,9.0,94.5,92.4,Trump
1316,2774,9242,190,0.020558320709803124,0.3001514823631249,78.5,20.2,0.6,2.89,14.7,0.2,1.6,0.2,90.2,45.0,0.5,0.2,0.0,28427,16089,2.6,3.4,5.6,10.6,95.9,94.8,Trump
1317,8440,23367,490,0.020969743655582795,0.3611931356186074,75.6,18.3,1.0,2.98,23.3,5.3,12.1,3.9,89.0,39.3,0.3,3.2,0.0,31039,42841,1.8,3.4,6.6,7.4,88.3,80.0,Trump
1318,1006,2639,87,0.03296703296703307,0.381205001894657,78.5,23.9,0.7,2.75,25.9,1.5,0.9,0.2,94.5,48.1,0.5,0.1,0.0,30539,4311,1.0,2.1,6.3,8.7,96.3,95.3,Trump
1319,2659,6922,132,0.019069633054030755,0.3841375325050563,81.7,24.4,0.4,2.76,15.5,0.6,1.3,0.7,91.9,49.5,3.1,0.9,0.0,29834,12515,1.4,4.9,3.3,10.6,93.6,93.2,Trump
1320,1446,4040,66,0.01633663366336635,0.3579207920792079,80.6,26.7,0.8,2.66,18.8,0.9,2.3,0.5,93.3,50.4,0.2,1.1,0.0,32437,6719,1.0,2.1,2.5,8.3,96.0,95.0,Trump
1321,3647,7202,162,0.02249375173562901,0.5063871146903638,82.4,25.7,0.1,2.44,28.8,0.6,1.4,0.2,94.7,50.8,0.9,0.1,0.2,34207,10560,1.2,2.7,4.2,9.8,96.9,95.5,Biden
1322,671,2408,33,0.01370431893687718,0.2786544850498338,78.8,23.5,0.1,3.19,16.7,0.1,0.1,0.2,93.0,50.9,1.3,0.0,0.0,25640,3771,5.5,1.7,2.9,8.7,93.0,93.0,Trump
1323,5672,16818,371,0.022059697942680367,0.3372577000832441,76.0,17.1,0.4,3.0,23.0,0.8,6.2,0.8,93.9,41.0,0.2,1.7,0.0,33311,28242,1.4,3.1,5.6,8.1,95.5,91.1,Trump
1324,937,3115,57,0.01829855537720715,0.3008025682182985,76.7,24.6,0.2,2.89,19.3,0.4,2.1,0.2,91.9,45.4,0.6,0.2,0.0,30253,5677,1.1,2.9,4.9,9.7,97.5,96.1,Trump
1325,4634,12893,280,0.02171721088963008,0.359419840223377,74.5,15.5,4.3,2.99,26.1,3.5,6.9,2.7,92.0,35.8,0.4,3.9,0.0,29634,25758,1.8,3.0,6.0,6.8,86.2,83.8,Trump
1326,6413,20933,534,0.02550996034968711,0.3063583815028902,76.8,18.3,0.6,2.97,17.6,0.6,6.2,0.6,93.1,40.7,0.2,2.2,0.0,32465,35832,1.4,2.6,4.7,8.4,95.0,90.9,Trump
1327,1112,2304,50,0.02170138888888895,0.4826388888888889,68.4,17.5,0.3,3.46,13.2,0.5,4.3,0.8,86.9,35.7,39.9,0.2,0.2,21279,5501,12.1,7.9,14.0,8.5,46.8,45.4,Trump
1328,1295,5113,97,0.01897124975552522,0.2532759632309798,77.2,21.0,0.4,2.85,19.1,0.4,4.5,0.5,90.0,43.7,0.4,0.7,0.1,30746,9372,1.3,1.9,4.1,7.9,96.8,93.2,Trump
1329,3305,11009,224,0.020346988827322998,0.3002089199745663,78.2,22.9,0.5,2.76,20.5,0.5,4.5,0.5,93.2,45.3,0.2,1.1,0.1,31066,19852,1.4,4.1,5.7,10.3,96.3,92.9,Trump
1330,3867,13529,303,0.022396333801463553,0.2858304383176879,75.7,19.4,0.3,3.0,19.5,0.4,4.0,0.8,92.6,42.2,0.1,0.8,0.0,32368,23105,1.3,2.0,4.6,8.7,97.0,93.9,Trump
1331,4404,14689,333,0.02267002518891692,0.2998161889849547,75.9,18.1,0.7,3.03,14.7,0.5,2.5,0.4,89.8,40.5,5.0,0.5,0.1,27758,25865,3.2,5.5,5.9,10.1,90.2,88.8,Trump
1332,4367,19558,370,0.018918089784231595,0.2232845894263217,76.6,19.0,0.4,2.93,17.3,0.6,1.7,0.3,90.7,41.7,0.2,1.0,0.0,29680,33064,1.4,4.0,4.9,9.5,96.3,95.7,Trump
1333,8899,19345,421,0.021762729387438617,0.4600155078831739,75.0,18.4,3.7,3.11,22.2,3.9,11.6,7.4,87.6,38.8,0.1,2.7,0.6,29720,39807,2.1,2.7,6.5,8.6,86.8,78.6,Trump
1334,1449,4896,84,0.01715686274509809,0.2959558823529412,78.5,25.3,1.6,2.78,20.7,0.4,4.0,2.0,90.2,48.1,0.3,0.4,0.0,31874,8296,1.0,2.6,4.0,8.5,96.5,93.0,Trump
1335,9622,19125,485,0.025359477124183127,0.5031111111111111,78.0,15.7,1.7,2.91,33.8,2.8,4.6,2.2,94.0,36.3,0.0,0.8,0.0,33031,33954,2.6,2.2,3.3,6.1,92.0,88.6,Biden
1336,2933,8715,182,0.0208835341365462,0.3365461847389558,72.8,16.0,6.9,3.15,15.3,4.3,27.8,11.0,76.3,35.7,0.7,7.7,0.0,25939,21734,2.6,2.8,8.3,6.1,77.8,59.5,Trump
1337,1404,3441,84,0.02441150828247607,0.4080209241499564,76.4,21.4,0.4,2.92,19.1,1.0,5.1,1.4,91.9,43.8,2.2,0.7,0.0,30422,6520,2.5,3.1,6.0,8.1,93.3,89.4,Trump
1338,49491,91385,2202,0.024095858182415053,0.5415659025004104,75.4,15.1,5.8,3.02,44.9,6.2,4.9,2.8,94.6,37.2,0.4,1.0,0.1,41066,154809,2.8,2.6,3.9,6.9,83.7,80.1,Biden
1339,11958,36399,641,0.017610373911371213,0.3285255089425534,78.3,23.3,0.6,2.83,24.9,1.5,3.5,0.9,92.1,46.8,0.5,1.0,0.0,32059,58195,1.5,2.6,4.8,9.1,94.9,92.6,Trump
1340,2568,7277,177,0.024323210114058025,0.3528926755531125,76.6,17.9,1.2,2.98,19.3,1.1,3.8,0.4,93.2,39.6,1.6,0.2,0.0,31159,14183,1.9,2.7,2.5,8.2,94.0,90.7,Trump
1341,5419,16001,326,0.02037372664208492,0.3386663333541653,80.1,20.1,0.6,3.15,14.9,2.3,2.9,0.3,90.4,45.0,2.4,0.5,0.0,26407,29223,2.9,4.7,5.9,9.1,91.4,89.2,Trump
1342,1306,4940,81,0.01639676113360322,0.2643724696356275,74.5,20.7,0.2,2.91,21.3,1.3,6.9,4.1,89.6,42.1,1.9,1.7,0.0,30540,9191,2.9,3.0,6.7,7.2,92.0,88.0,Trump
1343,5439,15594,290,0.018596896242144556,0.3487879953828395,75.9,18.0,1.0,3.1,25.3,2.2,6.5,1.5,91.9,38.7,1.7,1.2,0.1,30078,31521,2.2,3.3,3.3,8.0,91.7,86.9,Trump
1344,2477,7022,128,0.01822842495015664,0.3527485046995158,79.0,23.7,0.6,2.69,22.9,0.4,1.6,0.6,94.0,45.8,0.3,0.7,0.0,34166,11048,1.4,1.9,3.6,9.8,96.5,96.0,Trump
1345,211620,295977,6981,0.02358629217810848,0.7149879889315723,76.7,14.1,14.4,3.29,42.3,12.1,7.5,5.5,90.3,35.0,0.6,2.1,0.0,35013,544442,4.3,4.0,5.3,5.3,66.3,61.9,Biden
1346,691,2196,51,0.023224043715846965,0.3146630236794171,75.5,20.0,0.0,2.92,16.2,0.5,3.9,0.4,92.6,42.7,1.7,0.4,0.0,30037,4015,2.2,2.0,3.6,9.2,95.2,92.1,Trump
1347,2355,8284,158,0.01907291163689029,0.2842829550941574,75.7,21.1,2.7,2.95,19.1,0.8,3.5,0.6,90.9,42.6,5.0,1.8,0.0,28611,15261,1.7,2.2,6.6,7.7,88.0,87.0,Trump
1348,2496,8128,165,0.020300196850393748,0.3070866141732283,77.0,20.5,0.7,2.9,15.2,0.4,8.6,0.4,90.5,43.8,1.5,6.7,0.0,31253,14652,1.4,2.9,5.5,7.7,89.4,87.9,Trump
1349,17402,35686,820,0.022978198733396904,0.4876422126324048,78.1,15.1,2.1,3.07,28.3,5.7,8.1,3.3,91.1,36.5,0.4,3.6,0.1,31221,66185,2.4,3.4,4.8,7.2,85.6,82.2,Trump
1350,1556,5240,101,0.01927480916030533,0.2969465648854962,74.5,19.8,1.1,2.82,23.8,0.9,3.2,0.4,93.3,40.8,0.3,0.2,0.0,31345,9402,1.0,1.7,4.2,7.1,96.4,93.5,Trump
1351,2188,8421,168,0.01995012468827928,0.2598266239163995,75.6,16.7,2.7,3.07,20.3,1.0,1.3,0.7,92.9,41.6,1.8,0.2,0.1,30193,15361,1.7,2.7,3.9,8.8,92.5,91.9,Trump
1352,67704,119531,2810,0.023508545900226774,0.5664137336757828,80.9,18.8,1.0,2.82,29.3,1.6,1.7,0.4,94.5,41.1,1.8,0.5,0.0,31537,199759,3.0,4.0,3.5,8.7,92.1,91.1,Biden
1353,40040,87965,2053,0.02333882794293185,0.4551810379128062,72.1,10.4,6.1,3.32,39.9,4.3,5.1,2.4,94.7,36.5,0.5,2.3,0.0,42155,145275,2.9,2.8,3.7,5.2,84.0,81.2,Trump
1354,18065,55612,1325,0.02382579299431775,0.3248399625980004,73.4,10.9,1.3,3.22,26.6,2.5,2.6,0.6,94.6,36.0,0.6,1.3,0.0,35439,94463,2.0,2.5,2.7,7.5,92.4,91.2,Trump
1355,2417,8452,171,0.020231897775674468,0.2859678182678656,76.3,18.1,0.7,2.96,16.4,1.1,9.0,2.6,90.7,41.7,0.3,1.8,0.0,32016,14892,0.8,2.7,4.8,6.9,95.3,88.4,Trump
1356,31879,84835,1997,0.023539812577356156,0.3757765073377733,76.9,14.6,2.1,3.08,27.5,6.4,3.4,2.5,91.7,34.4,0.2,1.3,0.0,30994,158452,2.1,3.9,3.6,7.8,87.8,86.0,Trump
1357,7917,21128,555,0.026268458917076853,0.3747160166603559,74.9,17.0,1.5,3.03,26.0,3.2,7.8,0.6,92.5,39.0,0.4,3.3,0.1,32477,36683,1.1,3.3,3.1,7.7,90.5,86.6,Trump
1358,1922,5085,119,0.02340216322517208,0.3779744346116027,78.8,16.8,2.4,3.25,30.5,2.0,6.4,1.3,94.0,33.1,1.7,2.3,0.2,32542,9789,1.1,2.1,2.2,4.7,90.4,87.3,Trump
1359,1784,5193,93,0.0179087232813403,0.3435393799345272,77.4,21.8,0.3,2.73,19.6,2.2,5.0,1.8,90.6,43.9,0.0,1.5,0.6,31765,9359,0.8,2.4,4.2,7.8,94.5,91.2,Trump
1360,3286,13257,218,0.016444142717055188,0.2478690503130421,76.2,20.9,0.6,2.97,15.1,0.7,6.0,1.8,87.0,43.9,0.5,2.2,0.0,26678,24494,1.6,3.3,8.8,9.8,94.3,91.1,Trump
1361,661,1864,31,0.016630901287553623,0.3546137339055794,80.3,24.8,0.2,2.49,17.5,0.5,3.1,1.0,93.3,47.5,5.0,1.1,0.0,32548,3311,2.6,3.4,2.9,9.0,90.7,88.7,Trump
1362,4696,13123,274,0.020879372094795512,0.3578450049531357,78.5,21.2,0.5,2.85,23.7,0.6,2.9,0.9,93.4,45.2,0.3,1.0,0.0,34442,21537,1.2,3.5,5.2,9.1,96.5,94.7,Trump
1363,2023,7677,134,0.017454734922495718,0.2635143936433503,74.7,21.0,0.4,2.94,13.8,0.6,2.0,1.1,90.6,41.5,1.1,0.8,0.0,24214,13654,2.1,6.6,6.8,8.8,95.1,94.2,Trump
1364,3496,10389,269,0.025892771200307974,0.3365097699489845,76.7,17.4,0.6,2.9,21.4,2.4,6.0,1.4,93.0,40.5,0.7,1.7,0.0,29929,18740,1.7,3.7,3.2,7.7,92.9,89.2,Trump
1365,89165,166786,3857,0.02312544218339674,0.5346072212295996,75.4,14.4,5.8,3.16,44.3,4.6,4.2,1.1,96.1,39.5,0.4,0.8,0.1,45822,255938,3.0,2.0,3.0,6.9,85.4,82.7,Biden
1366,1987,5201,111,0.02134204960584507,0.382041915016343,75.5,20.0,1.2,3.12,15.5,0.9,25.5,4.5,84.5,39.9,0.1,10.9,0.0,28341,10972,1.1,2.0,11.7,7.8,85.8,71.8,Trump
1367,1026,3430,76,0.02215743440233242,0.2991253644314869,77.3,18.8,0.0,2.69,23.8,0.4,0.3,0.2,94.9,43.3,0.3,0.1,0.0,34543,6291,0.9,1.9,2.3,7.3,98.3,98.2,Trump
1368,13333,27173,613,0.02255915798770841,0.4906708865417878,81.9,16.4,2.6,3.01,30.1,1.3,3.0,0.6,93.5,35.2,0.4,0.4,0.0,30013,50725,1.7,3.1,5.8,7.4,93.6,91.1,Trump
1369,28430,82426,2023,0.024543226651784655,0.3449154393031325,71.9,12.2,1.1,3.22,29.6,1.4,2.9,0.4,94.9,37.0,0.3,1.1,0.0,36260,134438,1.9,2.6,3.4,7.1,94.1,92.4,Trump
1370,1688,5528,106,0.01917510853835014,0.3053545586107091,77.0,20.2,0.6,2.79,17.2,0.7,4.7,1.2,91.3,42.4,2.5,1.5,0.0,29908,9814,2.0,2.2,4.2,7.8,92.6,89.5,Trump
1371,7917,13759,146,0.01061123628170657,0.5754051893306199,79.2,18.3,0.6,3.47,17.4,56.3,5.8,1.5,77.9,41.4,0.3,0.8,0.0,18386,31266,1.1,10.4,15.1,6.0,40.9,36.2,Biden
1372,2782,15811,211,0.013345139459869815,0.1759534501296565,76.7,18.2,0.3,3.09,17.1,12.1,3.2,0.2,81.3,39.7,0.2,1.2,0.0,23909,37090,1.8,6.1,13.7,6.2,84.4,82.9,Trump
1373,2620,7207,84,0.01165533509088379,0.3635354516442348,79.3,22.8,0.2,3.01,12.6,41.9,0.0,0.4,81.9,47.1,0.0,0.2,0.0,21568,12412,0.3,8.2,13.4,7.1,57.4,57.4,Trump
1374,3542,8832,112,0.0126811594202898,0.4010416666666667,74.7,19.0,0.2,3.24,13.9,42.3,2.0,0.0,77.6,39.8,0.1,1.7,0.0,21276,18437,1.9,9.5,10.6,6.8,53.8,53.6,Trump
1375,1679,4292,43,0.01001863932898428,0.391192917054986,78.5,17.4,0.0,3.33,11.5,34.2,2.6,0.2,72.6,41.5,0.0,1.3,0.2,20643,8232,3.0,5.3,15.3,7.5,61.4,60.5,Trump
1376,8904,13755,180,0.013086150490730641,0.6473282442748092,75.1,15.0,0.9,3.17,23.6,64.2,2.2,0.3,77.8,35.6,0.1,1.3,0.0,18843,31848,0.5,8.3,14.3,4.5,33.0,32.5,Biden
1377,1902,6595,68,0.010310841546626204,0.2884003032600455,76.2,18.4,0.2,3.1,11.8,27.4,6.0,1.5,77.5,41.4,0.0,5.3,0.0,19229,14499,1.9,4.4,11.8,3.9,65.2,64.5,Trump
1378,1729,5705,52,0.00911481156879923,0.3030674846625767,80.8,22.9,0.0,3.15,12.2,34.7,0.2,0.0,80.2,47.6,0.0,0.0,0.0,22385,10070,0.7,7.7,7.7,6.1,64.5,64.4,Trump
1379,3810,8148,163,0.020004909180166952,0.46759941089838,75.0,16.8,0.2,3.3,12.4,44.3,4.9,0.4,75.4,37.8,0.1,3.6,0.0,19926,17193,1.5,3.0,12.2,2.8,50.3,49.6,Trump
1380,1185,4225,39,0.009230769230769265,0.2804733727810651,78.1,21.4,0.0,3.31,19.1,31.0,0.6,0.0,80.5,44.0,0.4,0.2,0.1,22257,8277,0.5,7.3,8.5,6.2,67.8,67.4,Trump
1381,3772,4453,78,0.01751628115876938,0.8470693914215136,78.3,16.0,1.1,3.73,24.0,87.2,0.1,0.2,80.3,33.9,0.1,0.1,0.0,14320,9089,0.2,12.5,15.6,4.8,11.3,11.3,Biden
1382,2838,8347,92,0.011021924044567033,0.3400023960704444,77.6,20.0,0.0,3.06,12.5,35.5,0.6,0.0,82.9,42.2,0.1,0.3,0.0,23988,15770,0.6,6.3,8.8,8.3,63.6,63.2,Trump
1383,5844,10206,181,0.01773466588281397,0.5726043503821282,76.9,17.9,0.3,3.32,20.4,60.0,0.1,0.0,81.7,39.5,0.5,0.0,0.0,20599,19640,0.4,10.9,11.9,6.6,38.8,38.8,Biden
1384,6020,8507,112,0.013165628306100852,0.7076525214529211,72.7,14.6,0.5,3.29,16.5,77.6,0.4,0.2,79.5,34.8,0.2,0.1,0.0,18985,23255,0.7,14.6,13.0,5.9,20.9,20.8,Biden
1385,6470,12897,177,0.01372412188881128,0.5016670543537257,76.8,16.8,0.4,3.62,14.5,51.6,3.2,0.8,80.2,38.5,0.0,1.6,0.0,20093,28501,1.4,7.5,13.3,5.0,45.1,43.9,Biden
1386,3416,9371,101,0.010777931917618222,0.3645288656493437,75.2,17.0,0.0,3.32,14.7,36.6,2.4,0.0,83.2,37.3,0.2,0.0,0.0,19180,18978,0.6,7.7,13.8,7.2,62.6,60.4,Trump
1387,28265,76248,1521,0.01994806421152029,0.3706982478228937,74.1,12.6,1.4,3.33,25.0,27.3,4.9,0.9,90.4,36.8,0.2,2.1,0.0,30195,178975,2.2,4.8,8.0,8.0,66.7,64.3,Trump
1388,13755,31725,680,0.021434200157604333,0.4335697399527187,76.8,13.3,0.8,3.25,27.8,37.2,2.9,0.8,87.4,32.5,0.2,0.3,0.0,22534,75224,2.1,7.8,13.9,8.0,59.4,56.9,Trump
1389,1480,4464,61,0.013664874551971407,0.3315412186379928,76.3,19.3,0.1,3.2,12.0,36.0,0.3,0.0,84.6,42.5,0.2,0.0,0.0,23067,7733,0.4,3.4,9.5,7.7,63.4,63.2,Trump
1390,1218,11064,133,0.012020968908170726,0.1100867678958785,73.5,14.7,0.4,3.78,13.8,8.0,2.9,0.9,84.3,36.4,0.5,0.9,0.0,22732,23917,1.3,13.1,17.9,8.9,88.9,87.1,Trump
1391,966,5816,56,0.009628610729023435,0.1660935350756533,80.6,13.4,0.0,3.1,9.7,25.9,1.2,1.3,76.2,40.4,0.2,0.0,0.0,16006,13645,0.4,10.5,15.9,7.2,73.4,72.3,Trump
1392,4734,10919,104,0.009524681747412833,0.4335561864639619,76.2,17.4,0.2,3.16,21.3,43.4,0.6,0.3,80.8,39.2,0.7,0.1,0.0,23135,21088,0.7,6.3,11.7,6.5,54.9,54.7,Trump
1393,4504,20957,321,0.01531707782602476,0.214916257097867,79.0,19.7,0.6,2.83,22.0,8.0,3.8,0.9,87.5,44.4,0.6,0.6,0.0,27462,46961,2.7,7.3,12.9,11.2,87.5,84.7,Trump
1394,27728,75865,1315,0.017333421208726052,0.3654913332893956,75.9,14.5,2.8,3.14,23.1,24.9,5.5,1.6,88.3,36.2,0.6,0.8,0.0,25415,204502,2.9,8.9,15.2,14.5,67.9,63.9,Trump
1395,73550,100191,1500,0.014971404617181217,0.7340978730624507,75.5,13.6,0.8,3.32,29.0,72.6,1.5,0.5,87.5,34.8,0.1,0.5,0.0,23734,238797,0.6,8.6,12.4,6.1,25.3,24.5,Biden
1396,6588,8115,158,0.019470117067159537,0.811829944547135,74.1,14.5,0.1,3.79,10.2,84.0,0.2,0.0,76.8,34.7,0.0,0.3,0.0,15291,17737,0.1,16.8,16.1,3.3,15.5,15.4,Biden
1397,3016,4189,55,0.013129625208880447,0.7199809023633326,73.2,16.3,0.1,3.3,12.8,76.0,3.3,0.0,69.9,38.3,0.3,2.8,0.0,18513,8389,0.0,15.0,16.3,3.9,20.8,20.6,Biden
1398,355,676,13,0.019230769230769273,0.5251479289940828,85.4,16.2,0.0,3.01,3.2,61.6,1.3,0.0,60.5,42.2,0.0,0.6,0.0,16388,1361,0.0,12.8,11.7,3.4,37.8,37.0,Biden
1399,1249,10826,139,0.012839460557916182,0.1153704045815629,78.2,17.3,0.0,3.04,13.2,7.3,1.6,0.1,79.1,39.9,0.4,0.5,0.0,22806,23462,0.8,1.9,10.2,7.1,91.1,90.0,Trump
1400,17375,54623,953,0.01744686304304044,0.3180894494992952,76.4,15.6,2.4,3.36,21.1,21.3,6.5,1.2,88.7,38.8,0.4,2.7,0.1,27141,142376,2.4,7.4,13.6,11.5,70.8,67.6,Trump
1401,4341,8742,99,0.01132463967055597,0.4965682910089224,77.3,19.7,0.0,3.01,15.1,54.3,0.5,0.0,84.2,41.0,0.0,0.4,0.0,22523,16505,0.5,6.2,13.1,8.4,44.7,44.7,Trump
1402,3327,3911,53,0.01355152135003837,0.8506775760675019,76.7,15.4,0.6,3.72,15.9,85.8,7.2,0.8,78.0,40.5,0.2,0.1,0.0,14659,7225,0.1,10.6,15.9,4.5,13.3,13.0,Biden
1403,3599,6213,80,0.012876227265411211,0.5792692741026879,79.9,21.8,0.1,3.0,14.1,61.3,0.4,0.3,82.4,44.0,0.0,0.1,0.0,20638,11339,0.5,8.9,14.2,8.0,37.9,37.7,Biden
1404,8517,30091,348,0.011564919743444868,0.283041440962414,74.6,16.4,0.3,3.28,20.8,29.4,4.5,1.0,84.1,37.5,0.2,0.4,0.1,23163,68352,1.0,4.2,11.4,6.8,68.6,64.6,Trump
1405,2887,4732,58,0.012256973795435389,0.6101014370245139,81.1,19.4,0.1,3.2,14.7,61.7,0.6,0.3,82.1,41.4,3.7,0.0,0.0,16995,9943,0.1,6.9,11.9,4.0,34.5,33.9,Biden
1406,10070,23481,462,0.019675482304842284,0.4288573740471019,81.6,12.1,2.1,3.14,45.6,23.6,2.6,1.3,90.4,30.5,0.2,1.5,0.0,27765,53590,1.1,5.0,8.6,4.5,71.4,70.0,Trump
1407,7340,28526,482,0.016896866016966938,0.2573091215031901,74.9,13.1,1.3,3.25,34.1,20.1,2.7,0.3,89.4,35.9,0.1,0.3,0.0,30062,61969,1.8,10.2,13.2,8.2,76.4,74.1,Trump
1408,12960,31266,339,0.010842448666282922,0.4145077720207253,76.3,16.6,0.7,3.11,19.7,43.7,2.3,0.7,84.5,37.8,0.2,0.5,0.0,24698,76279,0.7,4.8,10.8,8.7,54.2,52.5,Trump
1409,2260,6617,72,0.010881063926250545,0.3415445065739761,75.5,17.5,0.2,3.22,17.6,32.5,0.9,0.0,81.7,39.9,0.2,0.9,0.0,22980,12633,1.1,6.6,12.1,5.8,65.0,64.9,Trump
1410,3897,9204,79,0.008583224684919566,0.4234028683181225,73.4,15.9,0.5,3.39,14.3,41.9,4.6,0.4,78.6,36.9,5.7,0.2,0.0,19893,22792,0.5,7.4,15.1,5.7,51.2,47.0,Trump
1411,12189,37003,607,0.016404075345242353,0.3294057238602275,74.6,14.5,1.0,3.23,24.4,29.5,2.6,0.9,83.6,37.5,0.3,1.3,0.0,26369,85072,1.1,5.5,11.4,6.5,66.9,65.5,Trump
1412,7648,10893,116,0.010649040668319176,0.7021022675112457,72.2,13.8,0.6,3.84,18.5,74.2,2.6,0.6,81.6,34.0,0.0,0.9,0.0,18419,29222,0.3,7.5,14.5,2.8,24.0,22.2,Biden
1413,5040,16818,182,0.01082173861339053,0.2996789154477345,76.1,16.7,0.5,3.22,16.2,31.9,0.4,0.3,86.3,38.9,0.0,0.0,0.0,23541,34320,0.1,6.7,14.3,4.6,67.5,67.2,Trump
1414,13087,27273,386,0.014153191801415277,0.4798518681479852,76.3,15.5,1.0,3.2,23.4,43.8,2.0,0.8,86.0,37.1,0.1,0.3,0.0,26438,59150,1.3,8.3,12.0,9.8,53.4,51.7,Trump
1415,24440,56335,804,0.014271767107482014,0.4338333185408716,74.8,12.8,2.6,3.12,48.4,38.0,3.0,0.9,91.7,37.2,0.2,1.2,0.0,38901,104562,0.8,4.0,6.9,5.6,57.2,55.3,Trump
1416,3787,12194,134,0.01098901098901095,0.3105625717566016,77.0,18.0,0.5,3.38,12.3,32.6,1.6,0.9,81.5,40.8,0.0,1.3,0.1,19545,24990,0.2,4.5,15.3,6.1,65.3,64.8,Trump
1417,8057,15830,207,0.013076437144662056,0.5089703095388503,78.7,17.0,0.0,3.2,13.8,47.8,3.7,0.8,82.1,40.4,0.1,1.8,0.0,21853,35599,0.9,6.5,13.1,6.4,49.5,47.7,Biden
1418,5874,17279,228,0.013195208056021812,0.3399502286011922,77.3,19.0,0.1,3.21,16.7,31.2,1.3,0.2,81.0,41.1,0.0,0.1,0.0,23844,35673,0.5,5.0,10.2,7.0,68.1,67.0,Trump
1419,2121,5078,40,0.007877116975187004,0.417684127609295,77.3,20.7,0.3,2.64,19.3,44.2,1.4,1.3,77.9,41.6,0.0,0.5,0.0,24054,10068,2.1,6.8,9.3,6.5,52.9,52.1,Trump
1420,3260,11720,140,0.011945392491467532,0.2781569965870307,72.4,15.7,0.5,3.33,11.6,20.9,2.1,1.1,80.3,37.3,16.7,0.2,0.0,19540,29332,1.6,8.5,12.1,6.1,60.0,58.3,Trump
1421,3075,10189,117,0.011482971832368238,0.3017960545686525,74.7,16.1,0.5,3.1,16.4,30.5,1.9,0.4,85.2,37.0,5.3,1.0,0.0,20787,21360,1.2,5.2,11.3,8.2,61.4,60.2,Trump
1422,4040,5341,61,0.011421082194345733,0.7564126568058416,74.9,15.9,0.0,3.42,15.6,72.2,1.4,0.6,70.9,37.0,0.0,0.0,0.0,18525,10700,0.5,11.3,15.0,3.9,27.3,25.9,Biden
1423,10299,19812,509,0.025691500100948894,0.5198364627498486,82.6,11.0,3.3,3.21,42.6,37.0,1.7,1.9,90.7,26.1,0.1,0.5,0.1,22512,49512,1.6,7.4,9.4,3.9,57.4,56.4,Biden
1424,7403,15635,172,0.011000959385992992,0.4734889670610809,74.9,15.4,0.0,3.36,14.9,48.6,2.0,0.1,80.6,38.3,0.2,0.1,0.1,19892,34190,2.3,6.6,13.0,5.1,48.7,46.9,Trump
1425,4148,24056,313,0.013011306950448942,0.1724309943465247,77.5,18.4,0.2,3.03,16.7,12.8,3.1,0.7,83.8,40.9,0.6,0.6,0.0,23920,55219,2.1,7.7,14.2,8.9,83.8,81.8,Trump
1426,1362,5922,60,0.010131712259371817,0.2299898682877406,76.8,17.2,0.1,3.06,10.7,19.8,1.5,0.0,83.0,41.9,0.0,0.0,0.0,23166,12006,1.0,7.9,13.9,7.7,79.0,77.6,Trump
1427,8646,17360,235,0.01353686635944712,0.4980414746543778,73.7,16.6,0.3,3.68,16.6,54.3,1.6,1.0,83.2,37.2,0.5,0.4,0.0,17621,39532,0.7,4.6,13.8,6.6,43.8,43.4,Trump
1428,2614,14377,213,0.014815330041037855,0.1818181818181818,73.4,14.7,0.1,3.41,18.1,16.0,6.9,2.4,76.5,36.6,0.0,4.9,0.0,21191,31618,1.3,5.4,15.8,7.6,77.7,76.4,Trump
1429,2153,10661,138,0.01294437670012194,0.2019510364881343,77.4,17.6,2.2,3.31,12.4,10.0,1.5,0.1,80.1,39.2,0.1,0.4,0.0,19693,25255,3.7,7.1,12.0,5.5,83.6,82.5,Trump
1430,2150,3229,53,0.016413750387116788,0.6658408175905853,76.4,16.6,0.2,3.05,10.3,72.0,1.2,0.0,71.3,38.7,0.0,0.2,0.0,15026,7187,0.6,21.3,17.4,4.2,27.0,26.0,Biden
